scenario,episode,method,delay_steps,trace_quality,proxy_conflict,localization_error,counterfactual_precision,success_lift,reward_dependence
visible_effect,101,delayed_reward_td,7,0.7937,0.1664,3.4825,0.3747,0.057,1.0
visible_effect,101,dense_shaping,7,0.7937,0.1664,2.0348,0.5176,0.1403,0.55
visible_effect,101,effect_trace,7,0.7937,0.1664,0.8339,0.9048,0.3098,0.0
visible_effect,102,delayed_reward_td,12,0.7492,0.3246,5.1267,0.2473,-0.0081,1.0
visible_effect,102,dense_shaping,12,0.7492,0.3246,3.1899,0.4159,0.0919,0.55
visible_effect,102,effect_trace,12,0.7492,0.3246,1.1313,0.8532,0.3204,0.0
visible_effect,103,delayed_reward_td,2,0.8865,0.02,1.9411,0.4681,0.0999,1.0
visible_effect,103,dense_shaping,2,0.8865,0.02,0.9874,0.6021,0.159,0.55
visible_effect,103,effect_trace,2,0.8865,0.02,0.3346,0.9373,0.329,0.0
visible_effect,104,delayed_reward_td,4,0.8862,0.2919,2.6957,0.3686,0.0773,1.0
visible_effect,104,dense_shaping,4,0.8862,0.2919,1.6657,0.5205,0.1459,0.55
visible_effect,104,effect_trace,4,0.8862,0.2919,0.5341,0.9035,0.3442,0.0
visible_effect,105,delayed_reward_td,6,0.8815,0.0342,3.0695,0.4321,0.0537,1.0
visible_effect,105,dense_shaping,6,0.8815,0.0342,1.7067,0.5653,0.1741,0.55
visible_effect,105,effect_trace,6,0.8815,0.0342,0.8101,0.9243,0.3382,0.0
visible_effect,106,delayed_reward_td,2,0.9482,0.2138,2.1023,0.4758,0.0987,1.0
visible_effect,106,dense_shaping,2,0.9482,0.2138,1.2582,0.5821,0.1959,0.55
visible_effect,106,effect_trace,2,0.9482,0.2138,0.4148,0.9449,0.3314,0.0
visible_effect,107,delayed_reward_td,3,0.8276,0.1047,2.2784,0.4377,0.0711,1.0
visible_effect,107,dense_shaping,3,0.8276,0.1047,1.3019,0.5987,0.1739,0.55
visible_effect,107,effect_trace,3,0.8276,0.1047,0.5435,0.9288,0.3065,0.0
visible_effect,108,delayed_reward_td,5,0.98,0.14,2.9131,0.4235,0.085,1.0
visible_effect,108,dense_shaping,5,0.98,0.14,1.5574,0.5632,0.135,0.55
visible_effect,108,effect_trace,5,0.98,0.14,0.5608,0.9284,0.3435,0.0
visible_effect,109,delayed_reward_td,7,0.98,0.1602,3.5501,0.4093,0.0482,1.0
visible_effect,109,dense_shaping,7,0.98,0.1602,2.0283,0.5515,0.1722,0.55
visible_effect,109,effect_trace,7,0.98,0.1602,0.5365,0.9217,0.3274,0.0
visible_effect,110,delayed_reward_td,6,0.8347,0.02,3.0827,0.393,0.0674,1.0
visible_effect,110,dense_shaping,6,0.8347,0.02,1.8724,0.5778,0.148,0.55
visible_effect,110,effect_trace,6,0.8347,0.02,0.6346,0.8965,0.3514,0.0
visible_effect,111,delayed_reward_td,10,0.821,0.1121,4.4556,0.3258,0.014,1.0
visible_effect,111,dense_shaping,10,0.821,0.1121,2.6617,0.4619,0.1357,0.55
visible_effect,111,effect_trace,10,0.821,0.1121,0.9915,0.8805,0.2828,0.0
visible_effect,112,delayed_reward_td,5,0.9324,0.2601,3.0575,0.3916,0.0709,1.0
visible_effect,112,dense_shaping,5,0.9324,0.2601,1.8132,0.5846,0.1375,0.55
visible_effect,112,effect_trace,5,0.9324,0.2601,0.5358,0.8784,0.3357,0.0
visible_effect,113,delayed_reward_td,7,0.8535,0.1439,3.5806,0.4254,0.05,1.0
visible_effect,113,dense_shaping,7,0.8535,0.1439,2.0493,0.5239,0.1786,0.55
visible_effect,113,effect_trace,7,0.8535,0.1439,0.7346,0.9104,0.3056,0.0
visible_effect,114,delayed_reward_td,9,0.7601,0.3418,4.2376,0.3107,0.0204,1.0
visible_effect,114,dense_shaping,9,0.7601,0.3418,2.7078,0.4207,0.1439,0.55
visible_effect,114,effect_trace,9,0.7601,0.3418,0.9172,0.8621,0.2974,0.0
visible_effect,115,delayed_reward_td,3,0.917,0.1709,2.263,0.4707,0.0957,1.0
visible_effect,115,dense_shaping,3,0.917,0.1709,1.3681,0.5633,0.208,0.55
visible_effect,115,effect_trace,3,0.917,0.1709,0.495,0.934,0.3282,0.0
visible_effect,116,delayed_reward_td,7,0.7965,0.0999,3.4613,0.3821,0.0302,1.0
visible_effect,116,dense_shaping,7,0.7965,0.0999,1.9875,0.5666,0.1774,0.55
visible_effect,116,effect_trace,7,0.7965,0.0999,0.7599,0.8708,0.3191,0.0
visible_effect,117,delayed_reward_td,2,0.98,0.0798,1.9908,0.4947,0.1121,1.0
visible_effect,117,dense_shaping,2,0.98,0.0798,0.9462,0.5984,0.1729,0.55
visible_effect,117,effect_trace,2,0.98,0.0798,0.395,0.9782,0.3506,0.0
visible_effect,118,delayed_reward_td,12,0.865,0.135,4.9933,0.3204,-0.0183,1.0
visible_effect,118,dense_shaping,12,0.865,0.135,2.9428,0.5207,0.1233,0.55
visible_effect,118,effect_trace,12,0.865,0.135,0.9725,0.8646,0.3355,0.0
visible_effect,119,delayed_reward_td,10,0.8513,0.3186,4.5434,0.3669,-0.0217,1.0
visible_effect,119,dense_shaping,10,0.8513,0.3186,2.8105,0.4366,0.0981,0.55
visible_effect,119,effect_trace,10,0.8513,0.3186,0.9098,0.8568,0.3397,0.0
visible_effect,120,delayed_reward_td,7,0.8955,0.3698,3.5436,0.4002,0.0318,1.0
visible_effect,120,dense_shaping,7,0.8955,0.3698,2.3331,0.4679,0.1458,0.55
visible_effect,120,effect_trace,7,0.8955,0.3698,0.7386,0.9351,0.3212,0.0
visible_effect,121,delayed_reward_td,12,0.7338,0.1714,5.0494,0.2933,-0.0407,1.0
visible_effect,121,dense_shaping,12,0.7338,0.1714,2.9902,0.4272,0.1167,0.55
visible_effect,121,effect_trace,12,0.7338,0.1714,1.1893,0.8619,0.2986,0.0
visible_effect,122,delayed_reward_td,11,0.8275,0.02,4.6748,0.34,0.002,1.0
visible_effect,122,dense_shaping,11,0.8275,0.02,2.6847,0.5491,0.1366,0.55
visible_effect,122,effect_trace,11,0.8275,0.02,0.9716,0.8823,0.3155,0.0
visible_effect,123,delayed_reward_td,11,0.844,0.199,4.6886,0.3004,-0.0367,1.0
visible_effect,123,dense_shaping,11,0.844,0.199,2.8696,0.4745,0.1134,0.55
visible_effect,123,effect_trace,11,0.844,0.199,0.9842,0.8903,0.3155,0.0
visible_effect,124,delayed_reward_td,4,0.7044,0.2899,2.626,0.3955,0.0568,1.0
visible_effect,124,dense_shaping,4,0.7044,0.2899,1.8296,0.4939,0.1482,0.55
visible_effect,124,effect_trace,4,0.7044,0.2899,0.6784,0.8629,0.3006,0.0
visible_effect,125,delayed_reward_td,11,0.9235,0.3387,4.7167,0.3692,0.0142,1.0
visible_effect,125,dense_shaping,11,0.9235,0.3387,3.0314,0.4466,0.0863,0.55
visible_effect,125,effect_trace,11,0.9235,0.3387,0.9083,0.8848,0.3247,0.0
visible_effect,126,delayed_reward_td,8,0.7068,0.2439,3.8209,0.3396,0.0307,1.0
visible_effect,126,dense_shaping,8,0.7068,0.2439,2.3414,0.5273,0.1131,0.55
visible_effect,126,effect_trace,8,0.7068,0.2439,0.8932,0.8617,0.2911,0.0
visible_effect,127,delayed_reward_td,10,0.98,0.272,4.4359,0.3197,-0.0157,1.0
visible_effect,127,dense_shaping,10,0.98,0.272,2.6257,0.4845,0.0919,0.55
visible_effect,127,effect_trace,10,0.98,0.272,0.8376,0.9057,0.3283,0.0
visible_effect,128,delayed_reward_td,10,0.7805,0.2142,4.258,0.3416,0.0248,1.0
visible_effect,128,dense_shaping,10,0.7805,0.2142,2.692,0.5116,0.0882,0.55
visible_effect,128,effect_trace,10,0.7805,0.2142,0.9235,0.8643,0.3138,0.0
visible_effect,129,delayed_reward_td,2,0.9162,0.0838,1.9295,0.4668,0.0844,1.0
visible_effect,129,dense_shaping,2,0.9162,0.0838,1.0213,0.5914,0.159,0.55
visible_effect,129,effect_trace,2,0.9162,0.0838,0.4465,0.9262,0.3527,0.0
visible_effect,130,delayed_reward_td,11,0.8132,0.1559,4.8033,0.3074,-0.0026,1.0
visible_effect,130,dense_shaping,11,0.8132,0.1559,2.8214,0.5142,0.121,0.55
visible_effect,130,effect_trace,11,0.8132,0.1559,0.9463,0.8591,0.3212,0.0
visible_effect,131,delayed_reward_td,5,0.8139,0.0339,2.8429,0.403,0.0806,1.0
visible_effect,131,dense_shaping,5,0.8139,0.0339,1.5661,0.545,0.1192,0.55
visible_effect,131,effect_trace,5,0.8139,0.0339,0.6555,0.961,0.3314,0.0
visible_effect,132,delayed_reward_td,4,0.98,0.02,2.5688,0.445,0.0854,1.0
visible_effect,132,dense_shaping,4,0.98,0.02,1.3565,0.5481,0.2009,0.55
visible_effect,132,effect_trace,4,0.98,0.02,0.555,0.9264,0.3719,0.0
visible_effect,133,delayed_reward_td,7,0.98,0.0592,3.3708,0.429,0.0485,1.0
visible_effect,133,dense_shaping,7,0.98,0.0592,1.9855,0.5881,0.172,0.55
visible_effect,133,effect_trace,7,0.98,0.0592,0.7206,0.9119,0.3224,0.0
visible_effect,134,delayed_reward_td,7,0.8833,0.2394,3.5234,0.3416,0.0419,1.0
visible_effect,134,dense_shaping,7,0.8833,0.2394,2.1086,0.5241,0.1449,0.55
visible_effect,134,effect_trace,7,0.8833,0.2394,0.7571,0.9303,0.3254,0.0
visible_effect,135,delayed_reward_td,9,0.98,0.2628,4.1197,0.3632,-0.0017,1.0
visible_effect,135,dense_shaping,9,0.98,0.2628,2.5534,0.5082,0.1467,0.55
visible_effect,135,effect_trace,9,0.98,0.2628,0.7695,0.9047,0.3426,0.0
visible_effect,136,delayed_reward_td,8,0.9568,0.167,3.7702,0.3721,0.0129,1.0
visible_effect,136,dense_shaping,8,0.9568,0.167,2.2226,0.4555,0.1455,0.55
visible_effect,136,effect_trace,8,0.9568,0.167,0.7527,0.9114,0.3371,0.0
visible_effect,137,delayed_reward_td,7,0.8978,0.12,3.5211,0.3764,0.0558,1.0
visible_effect,137,dense_shaping,7,0.8978,0.12,2.0378,0.5348,0.1462,0.55
visible_effect,137,effect_trace,7,0.8978,0.12,0.657,0.8901,0.3383,0.0
visible_effect,138,delayed_reward_td,3,0.8046,0.0835,2.3898,0.4713,0.0817,1.0
visible_effect,138,dense_shaping,3,0.8046,0.0835,1.1516,0.5038,0.1946,0.55
visible_effect,138,effect_trace,3,0.8046,0.0835,0.5489,0.8631,0.342,0.0
visible_effect,139,delayed_reward_td,7,0.8754,0.2719,3.5101,0.3612,0.0302,1.0
visible_effect,139,dense_shaping,7,0.8754,0.2719,2.111,0.5328,0.1487,0.55
visible_effect,139,effect_trace,7,0.8754,0.2719,0.8848,0.9299,0.3362,0.0
visible_effect,140,delayed_reward_td,2,0.9304,0.2843,1.9157,0.4513,0.0857,1.0
visible_effect,140,dense_shaping,2,0.9304,0.2843,1.2926,0.551,0.1829,0.55
visible_effect,140,effect_trace,2,0.9304,0.2843,0.4765,0.8918,0.3409,0.0
visible_effect,141,delayed_reward_td,4,0.98,0.2523,2.6238,0.4266,0.0446,1.0
visible_effect,141,dense_shaping,4,0.98,0.2523,1.6111,0.5328,0.1469,0.55
visible_effect,141,effect_trace,4,0.98,0.2523,0.579,0.9298,0.321,0.0
visible_effect,142,delayed_reward_td,6,0.8515,0.2666,3.2332,0.3958,0.0546,1.0
visible_effect,142,dense_shaping,6,0.8515,0.2666,2.0166,0.5349,0.1354,0.55
visible_effect,142,effect_trace,6,0.8515,0.2666,0.6099,0.8829,0.3445,0.0
visible_effect,143,delayed_reward_td,11,0.8232,0.1488,4.7255,0.3048,-0.0083,1.0
visible_effect,143,dense_shaping,11,0.8232,0.1488,2.7231,0.5264,0.1289,0.55
visible_effect,143,effect_trace,11,0.8232,0.1488,1.0076,0.8743,0.3059,0.0
visible_effect,144,delayed_reward_td,11,0.9656,0.2879,4.72,0.2798,-0.0074,1.0
visible_effect,144,dense_shaping,11,0.9656,0.2879,2.8456,0.4582,0.1116,0.55
visible_effect,144,effect_trace,11,0.9656,0.2879,0.8331,0.8958,0.3037,0.0
visible_effect,145,delayed_reward_td,8,0.9309,0.2602,3.8248,0.3552,-0.0214,1.0
visible_effect,145,dense_shaping,8,0.9309,0.2602,2.319,0.5289,0.1403,0.55
visible_effect,145,effect_trace,8,0.9309,0.2602,0.6969,0.8658,0.298,0.0
visible_effect,146,delayed_reward_td,4,0.8174,0.2876,2.666,0.4237,0.1026,1.0
visible_effect,146,dense_shaping,4,0.8174,0.2876,1.6784,0.5197,0.1543,0.55
visible_effect,146,effect_trace,4,0.8174,0.2876,0.5677,0.9026,0.3378,0.0
visible_effect,147,delayed_reward_td,8,0.8681,0.1516,3.805,0.3682,0.0241,1.0
visible_effect,147,dense_shaping,8,0.8681,0.1516,2.254,0.5451,0.1232,0.55
visible_effect,147,effect_trace,8,0.8681,0.1516,0.7128,0.8741,0.3315,0.0
visible_effect,148,delayed_reward_td,3,0.9314,0.249,2.3023,0.3973,0.0922,1.0
visible_effect,148,dense_shaping,3,0.9314,0.249,1.3978,0.5151,0.1563,0.55
visible_effect,148,effect_trace,3,0.9314,0.249,0.4926,0.8963,0.3462,0.0
visible_effect,149,delayed_reward_td,11,0.98,0.1664,4.7696,0.3667,0.006,1.0
visible_effect,149,dense_shaping,11,0.98,0.1664,2.6686,0.5109,0.116,0.55
visible_effect,149,effect_trace,11,0.98,0.1664,0.8328,0.9382,0.3215,0.0
visible_effect,150,delayed_reward_td,10,0.8631,0.1823,4.5645,0.3127,0.0334,1.0
visible_effect,150,dense_shaping,10,0.8631,0.1823,2.6275,0.5003,0.137,0.55
visible_effect,150,effect_trace,10,0.8631,0.1823,0.8576,0.879,0.3095,0.0
visible_effect,151,delayed_reward_td,12,0.98,0.2926,4.9628,0.2885,-0.0225,1.0
visible_effect,151,dense_shaping,12,0.98,0.2926,3.1682,0.4787,0.0956,0.55
visible_effect,151,effect_trace,12,0.98,0.2926,1.0106,0.8902,0.3129,0.0
visible_effect,152,delayed_reward_td,3,0.7599,0.2886,2.3488,0.402,0.0499,1.0
visible_effect,152,dense_shaping,3,0.7599,0.2886,1.4543,0.5191,0.1839,0.55
visible_effect,152,effect_trace,3,0.7599,0.2886,0.6278,0.8585,0.346,0.0
visible_effect,153,delayed_reward_td,9,0.8656,0.2181,4.0771,0.3386,0.0398,1.0
visible_effect,153,dense_shaping,9,0.8656,0.2181,2.4093,0.5162,0.1317,0.55
visible_effect,153,effect_trace,9,0.8656,0.2181,0.8036,0.8838,0.3412,0.0
visible_effect,154,delayed_reward_td,3,0.9082,0.2806,2.3616,0.4669,0.11,1.0
visible_effect,154,dense_shaping,3,0.9082,0.2806,1.418,0.5127,0.1582,0.55
visible_effect,154,effect_trace,3,0.9082,0.2806,0.5145,0.8821,0.3566,0.0
visible_effect,155,delayed_reward_td,12,0.9129,0.2519,5.0323,0.2796,-0.0353,1.0
visible_effect,155,dense_shaping,12,0.9129,0.2519,3.0453,0.4744,0.1125,0.55
visible_effect,155,effect_trace,12,0.9129,0.2519,1.1022,0.9013,0.2972,0.0
visible_effect,156,delayed_reward_td,9,0.7811,0.1128,4.0646,0.3565,0.0243,1.0
visible_effect,156,dense_shaping,9,0.7811,0.1128,2.3482,0.5142,0.1663,0.55
visible_effect,156,effect_trace,9,0.7811,0.1128,0.8682,0.8878,0.2964,0.0
visible_effect,157,delayed_reward_td,6,0.8469,0.2547,3.181,0.3784,0.032,1.0
visible_effect,157,dense_shaping,6,0.8469,0.2547,2.0339,0.5176,0.1479,0.55
visible_effect,157,effect_trace,6,0.8469,0.2547,0.7869,0.89,0.3204,0.0
visible_effect,158,delayed_reward_td,6,0.8939,0.284,3.2427,0.4369,0.0766,1.0
visible_effect,158,dense_shaping,6,0.8939,0.284,2.0174,0.5279,0.1472,0.55
visible_effect,158,effect_trace,6,0.8939,0.284,0.6686,0.8796,0.3189,0.0
visible_effect,159,delayed_reward_td,8,0.9235,0.0279,3.7613,0.3785,0.0297,1.0
visible_effect,159,dense_shaping,8,0.9235,0.0279,2.07,0.5741,0.1588,0.55
visible_effect,159,effect_trace,8,0.9235,0.0279,0.7889,0.9171,0.3244,0.0
visible_effect,160,delayed_reward_td,8,0.8425,0.2003,3.6988,0.3252,0.0233,1.0
visible_effect,160,dense_shaping,8,0.8425,0.2003,2.2665,0.5402,0.1319,0.55
visible_effect,160,effect_trace,8,0.8425,0.2003,0.68,0.9038,0.325,0.0
visible_effect,161,delayed_reward_td,3,0.9394,0.2183,2.3245,0.4115,0.1051,1.0
visible_effect,161,dense_shaping,3,0.9394,0.2183,1.3417,0.5767,0.179,0.55
visible_effect,161,effect_trace,3,0.9394,0.2183,0.5548,0.9296,0.3163,0.0
visible_effect,162,delayed_reward_td,10,0.9402,0.1908,4.3022,0.3478,0.0055,1.0
visible_effect,162,dense_shaping,10,0.9402,0.1908,2.6386,0.5645,0.1216,0.55
visible_effect,162,effect_trace,10,0.9402,0.1908,0.9457,0.9122,0.3418,0.0
visible_effect,163,delayed_reward_td,3,0.7674,0.1834,2.405,0.4585,0.0551,1.0
visible_effect,163,dense_shaping,3,0.7674,0.1834,1.2933,0.5016,0.1485,0.55
visible_effect,163,effect_trace,3,0.7674,0.1834,0.4968,0.9202,0.3147,0.0
visible_effect,164,delayed_reward_td,2,0.8848,0.0494,1.8604,0.4605,0.1164,1.0
visible_effect,164,dense_shaping,2,0.8848,0.0494,1.0882,0.6163,0.2215,0.55
visible_effect,164,effect_trace,2,0.8848,0.0494,0.4764,0.9234,0.3457,0.0
visible_effect,165,delayed_reward_td,3,0.9461,0.1205,2.291,0.4747,0.0896,1.0
visible_effect,165,dense_shaping,3,0.9461,0.1205,1.2933,0.5999,0.1681,0.55
visible_effect,165,effect_trace,3,0.9461,0.1205,0.5076,0.9453,0.3136,0.0
visible_effect,166,delayed_reward_td,12,0.8825,0.0727,4.9278,0.2901,-0.0051,1.0
visible_effect,166,dense_shaping,12,0.8825,0.0727,2.7194,0.5192,0.1663,0.55
visible_effect,166,effect_trace,12,0.8825,0.0727,0.8392,0.8887,0.3355,0.0
visible_effect,167,delayed_reward_td,11,0.9303,0.02,4.6177,0.3297,0.0057,1.0
visible_effect,167,dense_shaping,11,0.9303,0.02,2.6308,0.5739,0.1347,0.55
visible_effect,167,effect_trace,11,0.9303,0.02,0.9379,0.9108,0.3147,0.0
visible_effect,168,delayed_reward_td,11,0.8409,0.3993,4.6861,0.2806,-0.0496,1.0
visible_effect,168,dense_shaping,11,0.8409,0.3993,3.0029,0.4482,0.1256,0.55
visible_effect,168,effect_trace,11,0.8409,0.3993,1.0264,0.8917,0.2962,0.0
visible_effect,169,delayed_reward_td,4,0.8087,0.1709,2.6032,0.4025,0.0538,1.0
visible_effect,169,dense_shaping,4,0.8087,0.1709,1.5591,0.5496,0.1525,0.55
visible_effect,169,effect_trace,4,0.8087,0.1709,0.4752,0.8835,0.3118,0.0
visible_effect,170,delayed_reward_td,3,0.8763,0.0806,2.3095,0.4387,0.1283,1.0
visible_effect,170,dense_shaping,3,0.8763,0.0806,1.2661,0.5535,0.162,0.55
visible_effect,170,effect_trace,3,0.8763,0.0806,0.5303,0.9502,0.3543,0.0
visible_effect,171,delayed_reward_td,7,0.8899,0.106,3.5775,0.3703,0.0572,1.0
visible_effect,171,dense_shaping,7,0.8899,0.106,2.1714,0.5899,0.158,0.55
visible_effect,171,effect_trace,7,0.8899,0.106,0.7315,0.9775,0.3311,0.0
visible_effect,172,delayed_reward_td,12,0.98,0.0824,5.0088,0.3362,-0.01,1.0
visible_effect,172,dense_shaping,12,0.98,0.0824,2.8191,0.5642,0.1087,0.55
visible_effect,172,effect_trace,12,0.98,0.0824,0.769,0.9312,0.3114,0.0
visible_effect,173,delayed_reward_td,8,0.8595,0.132,3.7786,0.3517,0.0331,1.0
visible_effect,173,dense_shaping,8,0.8595,0.132,2.2845,0.5427,0.145,0.55
visible_effect,173,effect_trace,8,0.8595,0.132,0.8055,0.9348,0.3113,0.0
visible_effect,174,delayed_reward_td,10,0.9334,0.2819,4.4956,0.3379,-0.0119,1.0
visible_effect,174,dense_shaping,10,0.9334,0.2819,2.7818,0.4725,0.1366,0.55
visible_effect,174,effect_trace,10,0.9334,0.2819,0.9506,0.9367,0.3411,0.0
visible_effect,175,delayed_reward_td,6,0.8745,0.1366,3.2166,0.3984,0.0714,1.0
visible_effect,175,dense_shaping,6,0.8745,0.1366,1.817,0.5417,0.1202,0.55
visible_effect,175,effect_trace,6,0.8745,0.1366,0.7883,0.9418,0.3215,0.0
visible_effect,176,delayed_reward_td,11,0.9556,0.2047,4.7595,0.3225,0.0186,1.0
visible_effect,176,dense_shaping,11,0.9556,0.2047,2.6617,0.4732,0.1461,0.55
visible_effect,176,effect_trace,11,0.9556,0.2047,0.8549,0.9279,0.312,0.0
visible_effect,177,delayed_reward_td,3,0.9726,0.216,2.3134,0.4494,0.0422,1.0
visible_effect,177,dense_shaping,3,0.9726,0.216,1.3737,0.549,0.1997,0.55
visible_effect,177,effect_trace,3,0.9726,0.216,0.4892,0.9482,0.3579,0.0
visible_effect,178,delayed_reward_td,5,0.8568,0.2105,2.9306,0.4063,0.0817,1.0
visible_effect,178,dense_shaping,5,0.8568,0.2105,1.8703,0.5574,0.1359,0.55
visible_effect,178,effect_trace,5,0.8568,0.2105,0.6099,0.9344,0.3121,0.0
visible_effect,179,delayed_reward_td,7,0.98,0.3017,3.5283,0.3768,0.0429,1.0
visible_effect,179,dense_shaping,7,0.98,0.3017,2.2167,0.4723,0.1071,0.55
visible_effect,179,effect_trace,7,0.98,0.3017,0.6521,0.896,0.319,0.0
visible_effect,180,delayed_reward_td,3,0.9365,0.0409,2.1766,0.4702,0.0774,1.0
visible_effect,180,dense_shaping,3,0.9365,0.0409,1.1482,0.6365,0.208,0.55
visible_effect,180,effect_trace,3,0.9365,0.0409,0.4875,0.8935,0.3635,0.0
visible_effect,181,delayed_reward_td,11,0.9524,0.1281,4.6315,0.3233,0.0088,1.0
visible_effect,181,dense_shaping,11,0.9524,0.1281,2.7541,0.5181,0.1218,0.55
visible_effect,181,effect_trace,11,0.9524,0.1281,0.8488,0.9203,0.3276,0.0
visible_effect,182,delayed_reward_td,10,0.7082,0.2042,4.4534,0.3041,0.0203,1.0
visible_effect,182,dense_shaping,10,0.7082,0.2042,2.7523,0.451,0.1157,0.55
visible_effect,182,effect_trace,10,0.7082,0.2042,0.9833,0.8516,0.2802,0.0
visible_effect,183,delayed_reward_td,4,0.8106,0.2838,2.6595,0.4312,0.0805,1.0
visible_effect,183,dense_shaping,4,0.8106,0.2838,1.6995,0.473,0.1333,0.55
visible_effect,183,effect_trace,4,0.8106,0.2838,0.5576,0.9088,0.3213,0.0
visible_effect,184,delayed_reward_td,10,0.8394,0.02,4.4194,0.3448,-0.0139,1.0
visible_effect,184,dense_shaping,10,0.8394,0.02,2.5782,0.552,0.1169,0.55
visible_effect,184,effect_trace,10,0.8394,0.02,0.8786,0.9148,0.3202,0.0
visible_effect,185,delayed_reward_td,7,0.98,0.1903,3.4771,0.4008,0.0513,1.0
visible_effect,185,dense_shaping,7,0.98,0.1903,2.0528,0.5225,0.169,0.55
visible_effect,185,effect_trace,7,0.98,0.1903,0.7161,0.9391,0.3413,0.0
visible_effect,186,delayed_reward_td,4,0.98,0.0879,2.6076,0.4408,0.0951,1.0
visible_effect,186,dense_shaping,4,0.98,0.0879,1.305,0.5414,0.1554,0.55
visible_effect,186,effect_trace,4,0.98,0.0879,0.5596,0.9594,0.3652,0.0
visible_effect,187,delayed_reward_td,9,0.7973,0.099,4.0982,0.3594,0.0295,1.0
visible_effect,187,dense_shaping,9,0.7973,0.099,2.3301,0.5183,0.1429,0.55
visible_effect,187,effect_trace,9,0.7973,0.099,0.7896,0.8776,0.3201,0.0
visible_effect,188,delayed_reward_td,2,0.7556,0.1835,2.0581,0.462,0.0997,1.0
visible_effect,188,dense_shaping,2,0.7556,0.1835,1.2758,0.5562,0.1543,0.55
visible_effect,188,effect_trace,2,0.7556,0.1835,0.625,0.924,0.3385,0.0
visible_effect,189,delayed_reward_td,10,0.6868,0.1007,4.4795,0.2858,-0.0058,1.0
visible_effect,189,dense_shaping,10,0.6868,0.1007,2.5339,0.4811,0.1233,0.55
visible_effect,189,effect_trace,10,0.6868,0.1007,0.9295,0.898,0.3073,0.0
visible_effect,190,delayed_reward_td,5,0.98,0.1274,2.8944,0.4246,0.0791,1.0
visible_effect,190,dense_shaping,5,0.98,0.1274,1.5305,0.5718,0.1689,0.55
visible_effect,190,effect_trace,5,0.98,0.1274,0.4058,0.9174,0.3361,0.0
visible_effect,191,delayed_reward_td,5,0.732,0.2621,2.9428,0.3729,0.0662,1.0
visible_effect,191,dense_shaping,5,0.732,0.2621,1.7941,0.5124,0.1255,0.55
visible_effect,191,effect_trace,5,0.732,0.2621,0.71,0.8903,0.3188,0.0
visible_effect,192,delayed_reward_td,10,0.8632,0.2767,4.426,0.3325,0.0144,1.0
visible_effect,192,dense_shaping,10,0.8632,0.2767,2.883,0.4703,0.1308,0.55
visible_effect,192,effect_trace,10,0.8632,0.2767,0.9391,0.9134,0.3244,0.0
visible_effect,193,delayed_reward_td,9,0.8846,0.1416,4.1068,0.3629,-0.0023,1.0
visible_effect,193,dense_shaping,9,0.8846,0.1416,2.4846,0.4942,0.1157,0.55
visible_effect,193,effect_trace,9,0.8846,0.1416,0.8476,0.9173,0.3251,0.0
visible_effect,194,delayed_reward_td,9,0.8962,0.02,4.1112,0.3813,0.0663,1.0
visible_effect,194,dense_shaping,9,0.8962,0.02,2.2874,0.5455,0.1861,0.55
visible_effect,194,effect_trace,9,0.8962,0.02,0.6906,0.9164,0.3347,0.0
visible_effect,195,delayed_reward_td,5,0.9477,0.2293,2.892,0.4102,0.0398,1.0
visible_effect,195,dense_shaping,5,0.9477,0.2293,1.6843,0.5382,0.1781,0.55
visible_effect,195,effect_trace,5,0.9477,0.2293,0.6015,0.9055,0.3415,0.0
visible_effect,196,delayed_reward_td,6,0.9574,0.2158,3.2524,0.4338,0.0682,1.0
visible_effect,196,dense_shaping,6,0.9574,0.2158,1.9293,0.5156,0.12,0.55
visible_effect,196,effect_trace,6,0.9574,0.2158,0.625,0.8856,0.3434,0.0
visible_effect,197,delayed_reward_td,3,0.98,0.3329,2.4045,0.4222,0.0816,1.0
visible_effect,197,dense_shaping,3,0.98,0.3329,1.443,0.4821,0.1394,0.55
visible_effect,197,effect_trace,3,0.98,0.3329,0.465,0.8994,0.3376,0.0
visible_effect,198,delayed_reward_td,6,0.8449,0.162,3.178,0.3637,0.0526,1.0
visible_effect,198,dense_shaping,6,0.8449,0.162,1.9222,0.5276,0.1561,0.55
visible_effect,198,effect_trace,6,0.8449,0.162,0.8028,0.9129,0.341,0.0
visible_effect,199,delayed_reward_td,11,0.9456,0.1509,4.6803,0.3083,-0.0298,1.0
visible_effect,199,dense_shaping,11,0.9456,0.1509,2.7433,0.5345,0.1286,0.55
visible_effect,199,effect_trace,11,0.9456,0.1509,0.9347,0.8969,0.3264,0.0
visible_effect,200,delayed_reward_td,3,0.98,0.3276,2.3074,0.4025,0.0991,1.0
visible_effect,200,dense_shaping,3,0.98,0.3276,1.4807,0.5277,0.147,0.55
visible_effect,200,effect_trace,3,0.98,0.3276,0.5326,0.9189,0.3271,0.0
visible_effect,201,delayed_reward_td,2,0.9253,0.1991,2.0331,0.4141,0.0945,1.0
visible_effect,201,dense_shaping,2,0.9253,0.1991,1.1941,0.5876,0.1962,0.55
visible_effect,201,effect_trace,2,0.9253,0.1991,0.5031,0.9058,0.3407,0.0
visible_effect,202,delayed_reward_td,6,0.788,0.4374,3.346,0.3664,0.0464,1.0
visible_effect,202,dense_shaping,6,0.788,0.4374,2.2077,0.4157,0.1124,0.55
